DATE,MAIN,VOO,QQQ
2025-01-26,1754.57,1283.89,1292.91
2025-01-27,1769.81,1291.48,1280.72
2025-01-28,1754.26,1302.23,1299.59
2025-01-29,1794.76,1296.55,1297.16
2025-01-30,1813.51,1303.28,1302.67
2025-01-31,1774.08,1296.37,1300.79
2025-02-01,1740.82,1296.37,1300.79
2025-02-02,1683.14,1296.37,1300.79
2025-02-03,1773.99,1312.78,1315.28
2025-02-04,1709.98,1321.45,1331.38
2025-02-05,1687.12,1326.84,1337.4
2025-02-06,1685.11,1331.58,1344.36
2025-02-07,1683.73,1318.72,1327.45
2025-02-08,1684.27,1318.72,1327.45
2025-02-09,1683.77,1318.72,1327.45
2025-02-10,1726.18,1353.58,1368.97
2025-02-11,1696.69,1354.79,1365.72
2025-02-12,1735.66,1350.34,1366.52
2025-02-13,1713.64,1364.52,1386.12
2025-02-14,1730.75,1364.57,1391.93
2025-02-15,1731.94,1364.57,1391.93
2025-02-16,1706.58,1364.57,1391.93
2025-02-17,1723.94,1364.57,1391.93
2025-02-18,1717.77,1368.49,1395.08
2025-02-19,1737.82,1371.78,1395.46
2025-02-20,1767.27,1366.04,1389.56
2025-02-21,1725.42,1342.94,1360.79
2025-02-22,1735.67,1342.94,1360.79
2025-02-23,1730.24,1342.94,1360.79
2025-02-24,1637.32,1336.62,1344.77
2025-02-25,1591.44,1330.02,1327.87
2025-02-26,1513.09,1330.84,1331.07
2025-02-27,1543.81,1334.67,1319.29
2025-02-28,1536.41,1355.29,1340.06
2025-03-01,1566.12,1355.29,1340.06
2025-03-02,1719.16,1355.29,1340.06
2025-03-03,1564.55,1332.08,1310.82
2025-03-04,1585.01,1316.13,1306.88
2025-03-05,1671.63,1356.13,1349.19
2025-03-06,1658.91,1331.67,1312.17
2025-03-07,1600.39,1338.81,1321.79
2025-03-08,1589.36,1338.81,1321.79
2025-03-09,1484.09,1338.81,1321.79
2025-03-10,1467.48,1328.51,1295.6
2025-03-11,1548.31,1317.68,1292.51
2025-03-12,1565.4,1324.03,1307.05
2025-03-13,1515.51,1306.84,1283.6
2025-03-14,1569.75,1333.51,1314.54
2025-03-15,1577.62,1333.51,1314.54
2025-03-16,1543.72,1333.51,1314.54
2025-03-17,1597.4,1368.64,1348.05
2025-03-18,1571.42,1354.28,1325.13
2025-03-19,1650.59,1368.43,1342.81
2025-03-20,1598.77,1365.3,1338.27
2025-03-21,1595.87,1365.64,1342.67
2025-03-22,1592.2,1365.64,1342.67
2025-03-23,1634.24,1365.64,1342.67
2025-03-24,1688.09,1414.3,1398.9
2025-03-25,1689.1,1417.65,1406.85
2025-03-26,1678.68,1401.2,1381.07
2025-03-27,1682.9,1402.26,1373.23
2025-03-28,1627.16,1374.51,1337.23
2025-03-29,1591.65,1374.51,1337.23
2025-03-30,1585.89,1374.51,1337.23
2025-03-31,1614.9,1407.5,1361.87
2025-04-01,1666.8,1412.63,1372.8
2025-04-02,1612.93,1421.07,1382.78
2025-04-03,1624.39,1353.9,1309.06
2025-04-04,1640.24,1276.18,1228.11
2025-04-05,1633.31,1276.18,1228.11
2025-04-06,1526.86,1276.18,1228.11
2025-04-07,1570.7,1295.52,1255.71
2025-04-08,1511.36,1276.65,1233.2
2025-04-09,1638.24,1393.86,1380.55
2025-04-10,1578.75,1346.71,1322.07
2025-04-11,1653.24,1370.2,1346.32
2025-04-12,1691.72,1370.2,1346.32
2025-04-13,1659.45,1370.2,1346.32
2025-04-14,1700.71,1409.22,1380.79
2025-04-15,1682.31,1405.31,1382.32
2025-04-16,1689.58,1374.7,1340.81
2025-04-17,1706.69,1376.59,1340.57
2025-04-18,1698.42,1376.59,1340.57
2025-04-19,1710.58,1376.59,1340.57
2025-04-20,1712.07,1376.59,1340.57
2025-04-21,1783.21,1368.94,1332.38
2025-04-22,1906.26,1403.16,1367.21
