DATE,MAIN,VOO,QQQ
2025-12-29,2707.99,3105.5,3170.61
2025-12-30,2745.41,3101.23,3163.29
2025-12-31,2724.14,3078.95,3137.27
2026-01-01,2756.42,3078.95,3137.27
2026-01-02,2845.24,3111.11,3157.7
2026-01-03,2860.98,3111.11,3157.7
2026-01-04,2881.97,3111.11,3157.7
2026-01-05,2966.85,3131.48,3182.66
2026-01-06,2990.82,3174.84,3235.5
2026-01-07,2907.11,3164.77,3238.6
2026-01-08,2891.11,3164.23,3220.26
2026-01-09,2871.75,3185.21,3252.18
2026-01-10,2868.56,3185.21,3252.18
2026-01-11,2880.51,3185.21,3252.18
2026-01-12,2917.84,3215.29,3279.87
2026-01-13,3049.24,3208.78,3275.03
2026-01-14,3121.93,3193.46,3240.25
2026-01-15,3067.52,3201.81,3251.86
2026-01-16,3066.7,3199.18,3249.15
2026-01-17,3057.45,3199.18,3249.15
2026-01-18,3020.48,3199.18,3249.15
2026-01-19,2989.52,3199.18,3249.15
2026-01-20,2845.51,3159.8,3205.43
2026-01-21,2878.72,3195.61,3248.56
2026-01-22,2861.17,3212.06,3272.07
2026-01-23,2862.65,3213.36,3282.36
2026-01-24,2853.12,3213.36,3282.36
2026-01-25,2785.57,3213.36,3282.36
2026-01-26,2849.09,3254.71,3321.73
2026-01-27,2898.82,3267.9,3351.71
2026-01-28,2897.61,3267.45,3362.81
2026-01-29,2734.74,3260.73,3342.77
2026-01-30,2693.13,3250.36,3302.8
2026-01-31,2548.06,3250.36,3302.8
2026-02-01,2499.91,3250.36,3302.8
2026-02-02,2473.79,3267.85,3325.38
2026-02-03,2417.35,3265.69,3300.3
2026-02-04,2322.87,3249.18,3242.9
2026-02-05,1994.81,3209.39,3196.43
2026-02-06,2235.2,3271.25,3263.69
2026-02-07,2206.92,3271.25,3263.69
2026-02-08,2229.46,3271.25,3263.69
2026-02-09,2266.58,3311.48,3313.58
2026-02-10,2204.95,3302.29,3298.27
2026-02-11,2144.54,3301.83,3307.08
2026-02-12,2118.24,3251.2,3240.12
2026-02-13,2216.25,3253.25,3246.99
2026-02-14,2242.52,3253.25,3246.99
2026-02-15,2211.34,3253.25,3246.99
2026-02-16,2214.05,3253.25,3246.99
2026-02-17,2195.44,3283.91,3268.67
2026-02-18,2154.33,3300.26,3292.97
2026-02-19,2169.09,3291.88,3280.42
2026-02-20,2200.67,3315.11,3309.32
2026-02-21,2200.56,3315.11,3309.32
2026-02-22,2191.04,3315.11,3309.32
2026-02-23,2111.55,3307.06,3294.28
2026-02-24,2097.67,3330.94,3329.51
2026-02-25,2256.75,3358.68,3377.55
2026-02-26,2229.27,3340.01,3336.98
2026-02-27,2160.93,3324.84,3326.35
2026-02-28,2189.01,3324.84,3326.35
2026-03-01,2157.79,3324.84,3326.35
2026-03-02,2263.21,3326.09,3330.71
2026-03-03,2258.98,3322.11,3320.22
2026-03-04,2418.7,3345.54,3370.61
2026-03-05,2354.42,3327.84,3360.5
2026-03-06,2255.26,3283.81,3310.16
2026-03-07,2234.31,3283.81,3310.16
2026-03-08,2201.93,3283.81,3310.16
2026-03-09,2302.16,3337.03,3379.19
2026-03-10,2342.02,3331.31,3379.24
2026-03-11,2360.02,3327.66,3378.8
2026-03-12,2391.68,3302.22,3346.07
2026-03-13,2413.12,3284.03,3326.33
2026-03-14,2419.17,3284.03,3326.33
2026-03-15,2460.66,3284.03,3326.33
2026-03-16,2585.75,3316.57,3363.47
2026-03-17,2583.17,3350.65,3404.83
2026-03-18,2472.07,3304.9,3357.57
2026-03-19,2423.75,3296.14,3347.01
2026-03-20,2435.95,3248.78,3285.42
2026-03-21,2389.22,3248.78,3285.42
2026-03-22,2367.47,3248.78,3285.42
2026-03-23,2477.11,3308.67,3352.09
2026-03-24,2455.78,3297.56,3329.3
2026-03-25,2493.13,3315.33,3351.07
2026-03-26,2388.82,3257.15,3271.54
2026-03-27,2308.93,3212.51,3207.99
2026-03-28,2308.79,3212.51,3207.99
2026-03-29,2299.62,3212.51,3207.99
2026-03-30,2354.0,3227.23,3209.36
2026-03-31,2418.79,3318.28,3317.37
2026-04-01,2431.78,3344.3,3358.12
2026-04-02,2374.54,3348.08,3361.95
2026-04-03,2375.58,3348.08,3361.95
2026-04-04,2384.73,3348.08,3361.95
2026-04-05,2426.67,3348.08,3361.95
2026-04-06,2449.95,3362.76,3382.07
2026-04-07,2547.49,3392.05,3409.84
2026-04-08,2558.4,3476.56,3510.66
2026-04-09,2575.74,3496.88,3534.28
2026-04-10,2620.07,3494.56,3539.35
2026-04-11,2623.92,3494.56,3539.35
2026-04-12,2564.6,3494.56,3539.35
2026-04-13,2690.72,3553.37,3600.77
2026-04-14,2699.0,3595.87,3665.86
2026-04-15,2737.07,3624.24,3716.92
2026-04-16,2740.12,3632.08,3734.73
2026-04-17,2815.11,3676.14,3783.35
2026-04-18,2777.61,3676.14,3783.35
2026-04-19,2728.83,3676.14,3783.35
2026-04-20,2745.16,3669.25,3771.39
2026-04-21,2769.34,3670.38,3782.12
2026-04-22,2852.39,3707.63,3845.08
2026-04-23,2821.51,3692.84,3823.53
2026-04-24,2804.67,3721.74,3896.31
2026-04-25,2808.42,3721.74,3896.31
2026-04-26,2835.89,3721.74,3896.31
2026-04-27,2790.06,3727.79,3898.35
2026-04-28,2769.7,3709.68,3859.37
2026-04-29,2731.26,3709.57,3882.85
2026-04-30,2754.16,3745.09,3918.89
2026-05-01,2817.2,3755.95,3956.33
2026-05-02,2829.54,3755.95,3956.33
2026-05-03,2827.02,3755.95,3956.33
2026-05-04,2902.35,3767.52,3973.92
2026-05-05,2936.26,3796.73,4025.24
2026-05-06,2938.1,3849.52,4108.47
2026-05-07,2881.37,3837.57,4103.59
2026-05-08,2893.59,3868.58,4199.34
2026-05-09,2905.68,3868.58,4199.34
2026-05-10,2943.21,3868.58,4199.34
2026-05-11,2966.03,3901.93,4236.45
2026-05-12,2944.99,3897.1,4200.67
2026-05-13,2926.98,3897.1,4200.67
2026-05-14,2932.26,3948.53,4274.88
2026-05-15,2852.55,3901.48,4210.67
2026-05-16,2827.53,3901.48,4210.67
2026-05-17,2808.15,3901.48,4210.67
2026-05-18,2783.6,3923.21,4217.37
2026-05-19,2773.93,3898.53,4191.5
2026-05-20,2805.72,3938.4,4260.62
2026-05-21,2809.24,3945.66,4268.71
2026-05-22,2723.57,3961.14,4286.73
2026-05-23,2756.31,3961.14,4286.73
2026-05-24,2763.71,3961.14,4286.73
2026-05-25,2770.97,3961.14,4286.73
2026-05-26,2757.33,4011.67,4387.55
2026-05-27,2710.15,4011.38,4382.59
2026-05-28,2676.51,4034.09,4419.38
