,QLD,QQQ,TQQQ,VOO
2025-11-26,70.71751403808594,612.70703125,53.28656005859375,623.1864013671875
2025-11-28,71.78717041015625,617.67431640625,54.454734802246094,626.6365966796875
2025-12-01,71.32731628417969,615.599609375,53.96549987792969,623.7547607421875
2025-12-02,72.44696807861328,620.4172973632812,55.21354675292969,624.811767578125
2025-12-03,72.76686096191406,621.9334716796875,55.602935791015625,626.99560546875
2025-12-04,72.59691619873047,621.35498046875,55.423213958740234,627.5240478515625
2025-12-05,73.19672393798828,623.8884887695312,56.062217712402344,628.7007446289062
2025-12-08,72.86682891845703,622.6915283203125,55.712764739990234,626.8359985351562
2025-12-09,73.0767593383789,623.4595336914062,55.92243576049805,626.3274536132812
2025-12-10,73.63658905029297,626.0130615234375,56.56143569946289,630.3759765625
2025-12-11,73.15673828125,623.98828125,56.02228164672851,631.9216918945312
2025-12-12,70.31763458251953,612.0586547851562,52.737422943115234,625.1009521484375
2025-12-15,69.60786437988281,608.9865112304688,51.93867492675781,624.1935424804688
2025-12-16,69.8777847290039,610.1934204101562,52.248191833496094,622.448486328125
2025-12-17,67.25861358642578,598.8822631835938,49.32276916503906,615.6077880859375
2025-12-18,69.21798706054688,607.5601196289062,51.42947006225586,620.2546997070312
2025-12-19,71.02742004394531,615.47998046875,53.43632888793945,625.7890014648438
2025-12-22,71.647216796875,618.4302368164062,54.16518783569336,629.72998046875
2025-12-23,72.33699798583984,621.3265380859375,54.92399597167969,632.6699829101562
2025-12-24,72.7300033569336,623.144287109375,55.36000061035156,634.780029296875
2025-12-26,72.68000030517578,623.1043090820312,55.310001373291016,634.8400268554688
2025-12-29,71.95999908447266,620.088134765625,54.4900016784668,632.5999755859375
2025-12-30,71.61000061035156,618.64990234375,54.099998474121094,631.719970703125
2025-12-31,70.41000366210938,613.536376953125,52.720001220703125,627.1300048828125
2026-01-02,70.0999984741211,612.347900390625,52.349998474121094,628.2999877929688
2026-01-05,71.19999694824219,617.2117309570312,53.599998474121094,632.4600219726562
2026-01-06,72.45999908447266,622.6348876953125,55.0099983215332,636.2100219726562
2026-01-07,72.58999633789062,623.2341918945312,55.16999816894531,634.1699829101562
2026-01-08,71.75,619.6885986328125,54.189998626708984,634.0599975585938
2026-01-09,73.13999938964844,625.86083984375,55.7599983215332,638.3099975585938
2026-01-12,73.2699966430664,626.3801879882812,55.88999938964844,639.3400268554688
2026-01-13,73.01000213623047,625.4513549804688,55.599998474121094,638.030029296875
2026-01-14,71.48999786376953,618.769775390625,53.83000183105469,634.9400024414062
2026-01-15,71.94000244140625,620.9970092773438,54.380001068115234,636.6199951171875
2026-01-16,71.75,620.4776611328125,54.13999938964844,636.0900268554688
2026-01-20,68.7300033569336,607.2942504882812,50.72999954223633,623.1500244140625
2026-01-21,70.54000091552734,615.50390625,52.72999954223633,630.2899780273438
2026-01-22,71.61000061035156,619.978271484375,53.900001525878906,633.5700073242188
2026-01-23,72.05000305175781,621.935791015625,54.380001068115234,633.8300170898438
2026-01-26,72.66000366210938,624.67236328125,55.08000183105469,637.0900268554688
2026-01-27,73.95999908447266,630.335205078125,56.540000915527344,639.7000122070312
2026-01-28,74.36000061035156,632.4225463867188,57.060001373291016,639.5999755859375
2026-01-29,73.5199966430664,628.6373291015625,56.040000915527344,638.27001953125
2026-01-30,71.70999908447266,621.0868530273438,54.0,636.219970703125
2026-02-02,72.7300033569336,625.3515014648438,55.099998474121094,639.6799926757812
2026-02-03,70.45999908447266,615.7435913085938,52.52000045776367,634.1500244140625
2026-02-04,67.9800033569336,604.9871826171875,49.7599983215332,630.9099731445312
2026-02-05,66.04000091552734,596.2781982421875,47.63999938964844,623.0999755859375
2026-02-06,68.79000091552734,608.8822631835938,50.59000015258789,635.239990234375
2026-02-09,69.83000183105469,613.54638671875,51.7400016784668,638.22998046875
2026-02-10,69.18000030517578,610.699951171875,51.02000045776367,636.4400024414062
2026-02-11,69.5199966430664,612.337890625,51.400001525878906,636.3499755859375
2026-02-12,66.69000244140625,599.8836059570312,48.2599983215332,626.489990234375
2026-02-13,66.91999816894531,601.1619873046875,48.470001220703125,626.8900146484375
2026-02-17,66.7699966430664,600.542724609375,48.349998474121094,627.989990234375
2026-02-18,67.75,605.027099609375,49.38999938964844,631.1500244140625
2026-02-19,67.23999786376953,602.7100219726562,48.83000183105469,629.530029296875
2026-02-20,68.4000015258789,608.0433349609375,50.060001373291016,634.02001953125
2026-02-23,66.75,600.652587890625,48.2400016784668,627.6300048828125
2026-02-24,68.12999725341797,607.1044921875,49.779998779296875,632.2100219726562
2026-02-25,70.08000183105469,615.9033813476562,51.869998931884766,637.530029296875
2026-02-26,68.44000244140625,608.4727783203125,50.04999923706055,633.9500122070312
2026-02-27,67.98999786376953,606.5252075195312,49.52000045776367,631.0399780273438
2026-03-02,68.12999725341797,607.32421875,49.70000076293945,631.280029296875
2026-03-03,66.68000030517578,600.8224487304688,48.099998474121094,625.719970703125
2026-03-04,68.6500015258789,609.9808959960938,50.2599983215332,630.1799926757812
2026-03-05,68.26000213623047,608.1431274414062,49.79999923706055,626.8099975585938
2026-03-06,66.19000244140625,598.9946899414062,47.540000915527344,618.4299926757812
2026-03-09,67.94000244140625,606.99462890625,49.38999938964844,623.7999877929688
2026-03-10,67.91000366210938,607.004638671875,49.400001525878906,622.719970703125
2026-03-11,67.9000015258789,606.9247436523438,49.349998474121094,622.030029296875
2026-03-12,65.58000183105469,596.5078735351562,46.83000183105469,612.5
2026-03-13,64.76000213623047,592.9722900390625,45.93000030517578,609.0900268554688
2026-03-16,66.19000244140625,599.6239013671875,47.459999084472656,615.1900024414062
2026-03-17,66.8499984741211,602.5502319335938,48.15999984741211,616.8900146484375
2026-03-18,64.94999694824219,594.15087890625,46.099998474121094,608.3800048828125
2026-03-19,64.52999877929688,592.273193359375,45.689998626708984,606.75
